county_fips,state_name_24,county_name_24,votes_gop_24,votes_dem_24,total_votes_24,diff_24,per_gop_24,per_dem_24,trump_24,bell_24,state_name,county_name,votes_gop_20,votes_dem_20,total_votes_20,diff_20,per_gop_20,per_dem_20,trump_20,bell_20,GEOID,votes_dem_16,votes_gop_16,total_votes_16,per_dem_16,per_gop_16,diff_16,trump_16,bell_16,bellweather,pop_vote_bell,bell_20_24,change,change_20_24,statefips
1021,Alabama,Chilton County,16920,2698,19728,14222,0.8576642335766423,0.13675993511759937,1,1,Alabama,Chilton County,16085,3073,19310,13012,0.8329880890730191,0.1591403417918177,1,0,01021,2909,15068,18255,0.159353601753,0.825417693783,12159,1,1,0,1,0,0,0,1
1023,Alabama,Choctaw County,4103,2515,6646,1588,0.6173638278663858,0.3784231116461029,1,1,Alabama,Choctaw County,4296,3127,7464,1169,0.5755627009646302,0.4189442658092176,1,0,01023,3109,4102,7268,0.427765547606,0.564391854706,993,1,1,0,1,0,0,0,1
1025,Alabama,Clarke County,6965,4927,11946,2038,0.5830403482337184,0.4124393102293655,1,1,Alabama,Clarke County,7324,5755,13135,1569,0.5575942139322421,0.4381423677198325,1,0,01025,5712,7109,12936,0.441558441558,0.549551638837,1397,1,1,0,1,0,0,0,1
1027,Alabama,Clay County,5734,993,6757,4741,0.8486014503477874,0.14695870948645848,1,1,Alabama,Clay County,5601,1267,6930,4334,0.8082251082251082,0.18282828282828284,1,0,01027,1234,5230,6572,0.187766281193,0.795800365186,3996,1,1,0,1,0,0,0,1
1029,Alabama,Cleburne County,6988,605,7637,6383,0.9150189865130288,0.07921958884378683,1,1,Alabama,Cleburne County,6484,675,7227,5809,0.8971910889719109,0.09339975093399752,1,0,01029,684,5738,6532,0.10471524801,0.878444580527,5054,1,1,0,1,0,0,0,1
1031,Alabama,Coffee County,17495,4601,22270,12894,0.7855859901212393,0.2066008082622362,1,1,Alabama,Coffee County,16899,5076,22275,11823,0.7586531986531987,0.22787878787878788,1,0,01031,4194,15825,20513,0.204455711013,0.771461999708,11631,1,1,0,1,0,0,0,1
1033,Alabama,Colbert County,19714,7137,27086,12577,0.7278298752122868,0.26349405596987374,1,1,Alabama,Colbert County,19203,8343,27886,10860,0.688625116545937,0.2991823854263788,1,0,01033,7296,16718,24626,0.2962722326,0.678875984732,9422,1,1,0,1,0,0,0,1
1035,Alabama,Conecuh County,3423,2580,6043,843,0.5664405096806222,0.4269402614595399,1,1,Alabama,Conecuh County,3442,2966,6441,476,0.5343890700201832,0.4604875019406924,1,0,01035,3069,3413,6543,0.469050894085,0.521626165368,344,1,1,0,1,0,0,0,1
1037,Alabama,Coosa County,3758,1478,5264,2280,0.7139057750759878,0.28077507598784196,1,1,Alabama,Coosa County,3631,1796,5479,1835,0.6627121737543348,0.3277970432560686,1,0,01037,1780,3376,5223,0.340800306337,0.646371816963,1596,1,1,0,1,0,0,0,1
1039,Alabama,Covington County,14677,2314,17072,12363,0.859711808809747,0.13554358013120898,1,1,Alabama,Covington County,14586,2721,17430,11865,0.8368330464716007,0.15611015490533564,1,0,01039,2379,13222,15818,0.15039828044,0.835883171071,10843,1,1,0,1,0,0,0,1
1041,Alabama,Crenshaw County,5000,1457,6480,3543,0.7716049382716049,0.22484567901234567,1,1,Alabama,Crenshaw County,4864,1700,6617,3164,0.7350763185733716,0.2569140093698051,1,0,01041,1663,4511,6252,0.265994881638,0.721529110685,2848,1,1,0,1,0,0,0,1
1043,Alabama,Cullman County,38704,4039,43052,34665,0.8990058533866022,0.09381677970825976,1,1,Alabama,Cullman County,36880,4478,41851,32402,0.8812214761893383,0.10699863802537574,1,0,01043,3730,32734,37278,0.100059016042,0.878105048554,29004,1,1,0,1,0,0,0,1
1045,Alabama,Dale County,14476,4484,19103,9992,0.7577867350677904,0.2347275297073758,1,1,Alabama,Dale County,14303,5170,19738,9133,0.724642820954504,0.2619313000303982,1,0,01045,4408,13798,18617,0.236772842026,0.741150561315,9390,1,1,0,1,0,0,0,1
1047,Alabama,Dallas County,5190,10236,15528,-5046,0.33423493044822256,0.6591962905718701,0,0,Alabama,Dallas County,5524,12230,17864,-6706,0.30922525750111957,0.6846171070309002,0,1,01047,12826,5784,18730,0.684783769354,0.30880939669,7042,0,0,0,1,0,0,0,1
1049,Alabama,DeKalb County,25633,3758,29583,21875,0.8664773687590847,0.1270324172666734,1,1,Alabama,DeKalb County,24767,4281,29356,20486,0.8436776127537812,0.14583049461779535,1,0,01049,3682,21779,26086,0.141148508779,0.834892279384,18097,1,1,0,1,0,0,0,1
1051,Alabama,Elmore County,31374,9774,41491,21600,0.7561639873707551,0.23556915957677568,1,1,Alabama,Elmore County,30164,10367,41030,19797,0.7351693882524982,0.2526687789422374,1,0,01051,8436,27619,36905,0.228586912343,0.748380978187,19183,1,1,0,1,0,0,0,1
1053,Alabama,Escambia County,10884,3964,14929,6920,0.7290508406457231,0.2655234777948958,1,1,Alabama,Escambia County,10869,4918,15910,5951,0.6831552482715273,0.3091137649277184,1,0,01053,4698,10282,15213,0.308814829422,0.67586932229,5584,1,1,0,1,0,0,0,1
1055,Alabama,Etowah County,35653,10027,46023,25626,0.7746778784520784,0.217869326206462,1,1,Alabama,Etowah County,35528,11567,47728,23961,0.7443848474689909,0.2423524974857526,1,0,01055,10350,32132,43474,0.238073331186,0.739108432626,21782,1,1,0,1,0,0,0,1
1057,Alabama,Fayette County,7158,1142,8356,6016,0.8566299664911441,0.136668262326472,1,1,Alabama,Fayette County,7300,1395,8766,5905,0.8327629477526808,0.1591375770020534,1,0,01057,1358,6705,8196,0.165690580771,0.818081991215,5347,1,1,0,1,0,0,0,1
1059,Alabama,Franklin County,10417,1568,12077,8849,0.8625486461869669,0.1298335679390577,1,1,Alabama,Franklin County,10376,2086,12578,8290,0.8249324216886628,0.16584512641119414,1,0,01059,2197,9466,11955,0.183772480134,0.791802593057,7269,1,1,0,1,0,0,0,1
1061,Alabama,Geneva County,10929,1391,12390,9538,0.8820823244552058,0.1122679580306699,1,1,Alabama,Geneva County,10848,1595,12545,9253,0.8647269828616979,0.12714228776404943,1,0,01061,1522,9967,11659,0.13054292821,0.854876061412,8445,1,1,0,1,0,0,0,1
1063,Alabama,Greene County,885,3133,4035,-2248,0.21933085501858737,0.776456009913259,0,0,Alabama,Greene County,875,3884,4775,-3009,0.18324607329842932,0.8134031413612566,0,1,01063,4006,838,4862,0.823940765117,0.17235705471,3168,0,0,0,1,0,0,0,1
1065,Alabama,Hale County,3369,3868,7290,-499,0.4621399176954733,0.5305898491083676,0,0,Alabama,Hale County,3190,4687,7922,-1497,0.40267609189598585,0.5916435243625348,0,1,01065,4772,3172,8010,0.595755305868,0.396004993758,1600,0,0,0,1,0,0,0,1
1067,Alabama,Henry County,6989,2263,9301,4726,0.7514245780023653,0.24330717127190624,1,1,Alabama,Henry County,6607,2606,9298,4001,0.7105829210582921,0.2802753280275328,1,0,01067,2286,5623,8017,0.285144068854,0.701384557815,3337,1,1,0,1,0,0,0,1
1069,Alabama,Houston County,32469,11352,44195,21117,0.7346758683108949,0.2568616359316665,1,1,Alabama,Houston County,32618,12917,46173,19701,0.7064301648149351,0.27975223615532885,1,0,01069,10547,30567,42030,0.250939804901,0.727266238401,20020,1,1,0,1,0,0,0,1
1071,Alabama,Jackson County,20073,3276,23509,16797,0.8538432089837934,0.13935088689438088,1,1,Alabama,Jackson County,19670,3717,23636,15953,0.8322051108478592,0.15726011169402607,1,0,01071,3663,16643,20785,0.176232860236,0.800721674284,12980,1,1,0,1,0,0,0,1
1073,Alabama,Jefferson County,131123,162112,296741,-30989,0.44187692297323256,0.5463080598906117,0,0,Alabama,Jefferson County,138843,181688,325848,-42845,0.426097444207115,0.5575851317178562,0,1,01073,151581,130614,290111,0.522493114704,0.450220777564,20967,0,0,0,1,0,0,0,1
1075,Alabama,Lamar County,6033,806,6875,5227,0.8775272727272727,0.11723636363636364,1,1,Alabama,Lamar County,6174,978,7193,5196,0.858334491867093,0.13596552203531212,1,0,01075,1035,5819,6931,0.14932910114,0.839561390853,4784,1,1,0,1,0,0,0,1
1077,Alabama,Lauderdale County,32708,10326,43454,22382,0.752704008836931,0.23763059787361349,1,1,Alabama,Lauderdale County,31721,11915,44339,19806,0.7154198335551095,0.26872505018155574,1,0,01077,9877,27735,38813,0.254476592894,0.714580166439,17858,1,1,0,1,0,0,0,1
1079,Alabama,Lawrence County,13024,2983,16115,10041,0.8081911262798634,0.18510704312752096,1,1,Alabama,Lawrence County,12322,3562,16031,8760,0.7686357681991142,0.22219449815981537,1,0,01079,3611,10732,14623,0.246939752445,0.733912329891,7121,1,1,0,1,0,0,0,1
1081,Alabama,Lee County,46020,25798,72695,20222,0.6330559185638627,0.3548799779902332,1,1,Alabama,Lee County,42221,27860,71449,14361,0.590924995451301,0.38992848045459,1,0,01081,20987,34321,57668,0.363928001665,0.595148089062,13334,1,1,0,1,0,0,0,1
1083,Alabama,Limestone County,37887,14581,53096,23306,0.7135565767666114,0.27461579026668675,1,1,Alabama,Limestone County,34640,13672,49235,20968,0.7035645374225652,0.27768863613283234,1,0,01083,9340,28824,39400,0.237055837563,0.731573604061,19484,1,1,0,1,0,0,0,1
1085,Alabama,Lowndes County,1758,3867,5652,-2109,0.31104033970276007,0.6841825902335457,0,0,Alabama,Lowndes County,1836,4972,6835,-3136,0.2686174103877103,0.7274323335771763,0,1,01085,4882,1751,6676,0.731276213301,0.262282804074,3131,0,0,0,1,0,0,0,1
1087,Alabama,Macon County,1682,6084,7820,-4402,0.21508951406649615,0.7780051150895141,0,0,Alabama,Macon County,1541,7108,8723,-5567,0.1766594061676029,0.8148572738736674,0,1,01087,7237,1394,8748,0.82727480567,0.159350708733,5843,0,0,0,1,0,0,0,1
1089,Alabama,Madison County,105430,87824,196355,17606,0.5369356522624837,0.44727152351608057,1,1,Alabama,Madison County,102780,87286,194767,15494,0.5277074658438031,0.4481560017867503,1,0,01089,62435,89199,159473,0.391508280399,0.559336063158,26764,1,1,0,1,0,0,0,1
1091,Alabama,Marengo County,4995,4631,9673,364,0.5163858161893932,0.4787552982528688,1,1,Alabama,Marengo County,5343,5488,10900,-145,0.4901834862385321,0.50348623853211,0,1,01091,5607,5224,10948,0.512148337596,0.477164778955,383,0,0,0,0,1,1,1,1
1093,Alabama,Marion County,12245,1197,13523,11048,0.9054943429712342,0.08851586186497079,1,1,Alabama,Marion County,12205,1463,13807,10742,0.8839718983124502,0.105960744549866,1,0,01093,1432,11273,12912,0.110904584882,0.873063816605,9841,1,1,0,1,0,0,0,1
1095,Alabama,Marshall County,34434,5553,40277,28881,0.8549296124338953,0.13787024852893712,1,1,Alabama,Marshall County,33191,5943,39655,27248,0.8369940738872778,0.1498676081200353,1,0,01095,4913,29217,34965,0.140511940512,0.835607035607,24304,1,1,0,1,0,0,0,1
1097,Alabama,Mobile County,100759,72055,174545,28704,0.5772666074651236,0.4128161792088,1,1,Alabama,Mobile County,101243,79474,183164,21769,0.5527450809110961,0.43389530693804457,1,0,01097,68429,91087,163387,0.418815450434,0.557492334151,22658,1,1,0,1,0,0,0,1
1099,Alabama,Monroe County,6007,3740,9799,2267,0.6130217369119297,0.38167159914276966,1,1,Alabama,Monroe County,6147,4455,10668,1692,0.5762092238470191,0.4176040494938133,1,0,01099,4310,5771,10185,0.423171330388,0.566617574865,1461,1,1,0,1,0,0,0,1
1101,Alabama,Montgomery County,30477,57946,89375,-27469,0.3410013986013986,0.6483468531468531,0,0,Alabama,Montgomery County,33311,64529,99139,-31218,0.3360029857069367,0.6508941990538537,0,1,01101,58669,33928,94572,0.620363321068,0.358753119316,24741,0,0,0,1,0,0,0,1
1103,Alabama,Morgan County,40449,12392,53369,28057,0.7579118964192696,0.23219471978114636,1,1,Alabama,Morgan County,39664,13234,53722,26430,0.7383194966680318,0.2463422806299095,1,0,01103,11216,37392,49991,0.224360384869,0.747974635434,26176,1,1,0,1,0,0,0,1
1105,Alabama,Perry County,1269,3174,4457,-1905,0.2847206641238501,0.7121382095579987,0,0,Alabama,Perry County,1339,3860,5230,-2521,0.2560229445506692,0.7380497131931166,0,1,01105,3823,1403,5255,0.727497621313,0.266983824929,2420,0,0,0,1,0,0,0,1
1107,Alabama,Pickens County,5465,3388,8898,2077,0.6141829624634749,0.3807597212856822,1,1,Alabama,Pickens County,5594,4022,9668,1572,0.5786098469176665,0.41601158460901944,1,0,01107,3972,5454,9494,0.418369496524,0.574468085106,1482,1,1,0,1,0,0,0,1
1109,Alabama,Pike County,8224,4899,13214,3325,0.6223702134100196,0.3707431512032693,1,1,Alabama,Pike County,8042,5636,13841,2406,0.5810273824145654,0.4071960118488549,1,0,01109,5039,7681,13025,0.386871401152,0.589712092131,2642,1,1,0,1,0,0,0,1
1111,Alabama,Randolph County,9102,1920,11075,7182,0.8218510158013544,0.17336343115124153,1,1,Alabama,Randolph County,8559,2203,10837,6356,0.7897942234935867,0.20328504198578945,1,0,01111,2290,7697,10130,0.226061204344,0.75982230997,5407,1,1,0,1,0,0,0,1
1113,Alabama,Russell County,10078,10422,20679,-344,0.48735432080854973,0.5039895546206297,0,0,Alabama,Russell County,9864,11228,21329,-1364,0.46246893900323505,0.5264194289465047,0,1,01113,9577,9210,19136,0.500470317726,0.48129180602,367,0,0,0,1,0,0,0,1
1115,Alabama,St. Clair County,35501,7640,43440,27861,0.8172421731123388,0.17587476979742173,1,1,Alabama,St. Clair County,36166,7744,44441,28422,0.8137980693503747,0.1742535046466101,1,0,01115,5550,31579,37937,0.146295173577,0.832406357909,26029,1,1,0,1,0,0,0,1
1117,Alabama,Shelby County,79666,33087,114043,46579,0.6985610690704384,0.2901274080829161,1,1,Alabama,Shelby County,79700,33268,114950,46432,0.6933449325793823,0.28941278816876903,1,0,01117,22927,72846,99208,0.231100314491,0.734275461656,49919,1,1,0,1,0,0,0,1
1119,Alabama,Sumter County,1542,3725,5297,-2183,0.29110817443836134,0.7032282424013593,0,0,Alabama,Sumter County,1598,4648,6291,-3050,0.2540136703226832,0.7388332538547131,0,1,01119,4739,1581,6391,0.741511500548,0.247379126897,3158,0,0,0,1,0,0,0,1
1121,Alabama,Talladega County,22100,10898,33175,11202,0.6661642803315749,0.3285003767897513,1,1,Alabama,Talladega County,22235,13138,35663,9097,0.623475310545944,0.3683930123657572,1,0,01121,12108,20596,33218,0.364501174062,0.620025287495,8488,1,1,0,1,0,0,0,1
1123,Alabama,Tallapoosa County,14884,4975,19980,9909,0.7449449449449449,0.248998998998999,1,1,Alabama,Tallapoosa County,14963,5859,20991,9104,0.7128293077985803,0.2791196226954409,1,0,01123,5271,12967,18504,0.284857328145,0.700767401643,7696,1,1,0,1,0,0,0,1
1125,Alabama,Tuscaloosa County,50724,33399,84879,17325,0.5976036475453292,0.3934895557204962,1,1,Alabama,Tuscaloosa County,51117,37765,90172,13352,0.566883289712993,0.41881071729583463,1,0,01125,31746,47701,81708,0.388529886914,0.583798404073,15955,1,1,0,1,0,0,0,1
1127,Alabama,Walker County,25464,4102,29747,21362,0.8560190943624567,0.13789625844622988,1,1,Alabama,Walker County,26002,4834,31170,21168,0.8341995508501765,0.15508501764517163,1,0,01127,4486,24208,29243,0.153404233492,0.827822042882,19722,1,1,0,1,0,0,0,1
1129,Alabama,Washington County,6534,1863,8430,4671,0.7750889679715303,0.2209964412811388,1,1,Alabama,Washington County,6564,2258,8876,4306,0.7395223073456512,0.254393871113114,1,0,01129,2366,6031,8492,0.278615167216,0.710197833255,3665,1,1,0,1,0,0,0,1
1131,Alabama,Wilcox County,1793,3449,5260,-1656,0.3408745247148289,0.655703422053232,0,0,Alabama,Wilcox County,1833,4048,5903,-2215,0.3105200745383703,0.6857530069456209,0,1,01131,4329,1737,6095,0.710254306809,0.284987694832,2592,0,0,0,1,0,0,0,1
1133,Alabama,Winston County,10191,884,11129,9307,0.91571569772666,0.07943211429598347,1,1,Alabama,Winston County,10195,974,11284,9221,0.903491669620702,0.08631690889755406,1,0,01133,871,9225,10255,0.0849341784495,0.899561189664,8354,1,1,0,1,0,0,0,1
2001,Alaska,State House District 1,4861,3367,8228,1494,0.590787554691298,0.409212445308702,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Alaska,State House District 2,4534,4571,9105,-37,0.4979681493684789,0.5020318506315211,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02002,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA
2003,Alaska,State House District 3,4496,6130,10626,-1634,0.4231131187652927,0.5768868812347073,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02003,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA
2004,Alaska,State House District 4,2691,6161,8852,-3470,0.30399909624943516,0.6960009037505649,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02004,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA
2005,Alaska,State House District 5,4351,3328,7679,1023,0.5666102357077745,0.43338976429222553,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Alaska,State House District 6,6705,4773,11478,1932,0.5841610036591741,0.41583899634082594,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Alaska,State House District 7,6777,2513,9290,4264,0.7294940796555436,0.2705059203444564,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Alaska,State House District 8,7950,2576,10526,5374,0.7552726581797454,0.2447273418202546,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Alaska,State House District 9,5581,5849,11430,-268,0.4882764654418198,0.5117235345581802,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02009,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA
2010,Alaska,State House District 10,4357,4070,8427,287,0.5170285985522725,0.48297140144772754,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Alaska,State House District 11,4864,4633,9497,231,0.5121617352848268,0.4878382647151732,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Alaska,State House District 12,4059,4169,8228,-110,0.49331550802139035,0.5066844919786097,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02012,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA
2013,Alaska,State House District 13,3589,3682,7271,-93,0.49360473112364184,0.5063952688763581,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02013,93003,130413,246588,0.37715947248,0.528870018006,37410,1,1,0,1,0,NA,NA,NA
2014,Alaska,State House District 14,2768,4346,7114,-1578,0.3890919314028676,0.6109080685971324,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02014,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA
2015,Alaska,State House District 15,4594,4364,8958,230,0.5128376869837017,0.48716231301629825,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Alaska,State House District 16,3929,5344,9273,-1415,0.42370322441496816,0.5762967755850318,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02016,93003,130413,246588,0.37715947248,0.528870018006,37410,1,1,0,1,0,NA,NA,NA
2017,Alaska,State House District 17,2407,4990,7397,-2583,0.3254021900770583,0.6745978099229417,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02017,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA
2018,Alaska,State House District 18,2686,1928,4614,758,0.5821413090593844,0.4178586909406155,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,Alaska,State House District 19,1971,2825,4796,-854,0.4109674728940784,0.5890325271059216,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02019,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA
2020,Alaska,State House District 20,3041,3924,6965,-883,0.4366116295764537,0.5633883704235463,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02020,93003,130413,246588,0.37715947248,0.528870018006,37410,1,1,0,1,0,NA,NA,NA
2021,Alaska,State House District 21,3984,4711,8695,-727,0.4581943645773433,0.5418056354226567,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02021,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA
2022,Alaska,State House District 22,2594,2660,5254,-66,0.49371907118385994,0.5062809288161401,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02022,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA
2023,Alaska,State House District 23,6101,4116,10217,1985,0.5971420182049525,0.40285798179504745,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,Alaska,State House District 24,6482,3234,9716,3248,0.6671469740634006,0.33285302593659943,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Alaska,State House District 25,6891,3172,10063,3719,0.6847858491503528,0.3152141508496472,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,Alaska,State House District 26,7143,2013,9156,5130,0.7801441677588467,0.21985583224115335,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2027,Alaska,State House District 27,6785,1807,8592,4978,0.7896880819366853,0.2103119180633147,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2028,Alaska,State House District 28,6713,2213,8926,4500,0.7520725969079095,0.24792740309209052,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2029,Alaska,State House District 29,7418,2708,10126,4710,0.7325696227533083,0.26743037724669166,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2030,Alaska,State House District 30,7312,2701,10013,4611,0.7302506741236393,0.26974932587636075,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2031,Alaska,State House District 31,3475,3240,6715,235,0.5174981384959046,0.4825018615040953,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2032,Alaska,State House District 32,3742,1883,5625,1859,0.6652444444444444,0.33475555555555553,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2033,Alaska,State House District 33,6548,2016,8564,4532,0.7645959831854273,0.23540401681457265,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2034,Alaska,State House District 34,5836,3759,9595,2077,0.6082334549244398,0.3917665450755602,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2035,Alaska,State House District 35,4395,4885,9280,-490,0.4735991379310345,0.5264008620689655,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02035,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA
